entity,pillar,title,url,source,date,demographics,text_paragraph_1,text_paragraph_2,text_paragraph_3,has_text,is_google_link,rss_position,reach_score
South Africa,Agrifood & Climate,"South Africa’s agriculture is growing, but is it working for everyone?",https://news.google.com/rss/articles/CBMidkFVX3lxTE9PZlRjVXFVV2pvbXIzQmlRSUk0TWxRNjh2dU5lcUdobkFNLUowSUlWZ18zVlRva2g0Q1pDWmZ4TlJWUm41MGVtT2xZSzYzUnRxMVc3emo3dTlhX0JndGVtQ08xSHFGLXZPRi1uYXZMQS01cTlGVXc?oc=5,Wandile Sihlobo | Substack,13 May 2026,,,,,no,yes,2,6
South Africa,Workforce & Human Capital,South Africa and China expand digital education ties,https://dig.watch/updates/south-africa-china-expand-digital-education-ties,Digital Watch Observatory,15 May 2026,,,,,no,no,0,8
South Africa,Workforce & Human Capital,‘South Africa First’ Hits the Streets,https://newlinesmag.com/spotlight/south-africa-first-hits-the-streets/,New Lines Magazine,12 May 2026,,"On a Wednesday morning in January 2026, a small group of police officers stood at the gates of Addington Primary School in Durban, South Africa, mostly observing as tensions built outside the school gates. Their presence was not strong enough to contain what was happening. Behind them, children waited to be let in. In front, a group of protesters gathered, watching, calling out, stopping some parents as they approached and asking for their identification cards. They claimed the school was admitting more foreign pupils than local children.","The tension had been building since the start of the school term. Voices rose. Children stood close, listening, trying to understand what was going on. What should have been a routine drop-off began to feel uncertain, like something could turn at any moment.","“I held my child’s hand at the gate and told her everything was fine, even though I could see she was scared,” said 31-year-old Misozi Banda from Malawi, a domestic worker in Durban. “I just wanted to drop her at school like any other day … not have her look at me like something bad was about to happen.” The protesters eventually left and the children were allowed in, but the fear of the unknown still lingers with the parents.",yes,no,1,9
South Africa,Workforce & Human Capital,Ramaphosa Unveils Expanded Youth Skills Drive and SANDF Training Pipeline,https://www.devdiscourse.com/article/law-order/3909824-ramaphosa-unveils-expanded-youth-skills-drive-and-sandf-training-pipeline,Devdiscourse,15 May 2026,youth,"South African President Cyril Ramaphosa has announced an ambitious expansion of youth skills development and workplace exposure programmes across the public sector and the South African National Defence Force (SANDF), positioning youth employment and education reform at the centre of government's socio-economic agenda.","Addressing oral questions in the National Assembly on Thursday, the President outlined a multi-pronged strategy aimed at tackling South Africa's deepening youth unemployment crisis while simultaneously addressing the mounting burden of student debt that now exceeds R23 billion across public universities.","The announcement comes as South Africa continues to grapple with one of the highest youth unemployment rates globally. According to recent labour statistics, millions of young South Africans remain unemployed, with many classified as NEETs — not in employment, education or training — creating mounting pressure on government to accelerate intervention programmes.",yes,no,2,8
Zambia,Jobs & Employment,"The Debate - Is Africa ready for the AI revolution? The scramble for resources, jobs, digital sovereignty",https://news.google.com/rss/articles/CBMi3wFBVV95cUxONGhmRmFHUkVPRjJSQkQyM3FVWGtJS3F4WnZiWF82X2g5UFMza1ZOb1pwYnRMaFI0TDdLdTliYmlwS3VVOXlienE3MHdvcjNiNG5EWjlNekNnYl9WNlhmdm04aVFUWHJ4cWY4Q1VCLVd3Q3llQjNUQUJCNDhEMW5BMldXV0M2UkVFdUdjVVNXR2VCam5HdWs0R0NsVjQ2OG54TFhVcTRVVDM1allKRmI4dllhZDd2TVNqbDJjME02M2s0NlNfU241WWFKdExiQkZKbUs4My1uR1VWMERmOG9z?oc=5,France 24,12 May 2026,,,,,no,yes,0,8
Zambia,Jobs & Employment,How young Zambians build careers on social media | D+C - Development + Cooperation,https://news.google.com/rss/articles/CBMifEFVX3lxTE9WV0pkVDlNQnU3andOWHc0SHFkUm5IMXFFTVRPcHhLelhyblZPQmYtaEF6dUc2ZUs5Q1R0ekEtb2NicEYtbDQyazl4X2xEemd5ZjZfVlFVQ29SNzd5MWwzbHphaXd5bDB3QWxTU1dqbkptR3VlYzdSUy13TFc?oc=5,Dandc.eu,11 May 2026,,,,,no,yes,1,7
Zambia,Jobs & Employment,"Lolelunga Private Reserve Initiates its First Ever Lion Rewilding Project, Boosting Eco-Tourism and Reinforcing New Leadership in Sustainable Wildlife Tourism of Zambia",https://news.google.com/rss/articles/CBMivAJBVV95cUxPU3J0Tng5SVhYdnNnRWFycG10VFpmdl9iZ2RnRUxZdG1wWEFSeWNuaUZlMmFSS0s0aW9tLWlTU09RVzVtQk9USDhzdkVIWmpLbzZpaW5mV1hya3BOZ2Q1NU5OUGpsZkRmUzhEM0dqcUNTaklNRUJGRzc4OTBya1RrZGlNeXlZNUxPWFlGajA1Y3R6QXFpLVMyd3pvZnIyVXBYNDQzUnpLaUR4U043VFhrX3dNb2RkRFpwX2szTHZmWU1fbGNpSlB2REFlZktPUEhKeldFRHd5aWx2TU5jN0JZbG5kOXdyVTkzSUpneF96UHM3ZGFPc2MtcjdzNDl5eTZXWUNDZDJXczdsWmRLVXR3a016UU9jeGlqMVZBeUFhWnU0QUd3Nmk2ZUJpTm9fcVFESENRMWU0VTZDOXpH?oc=5,Travel And Tour World,14 May 2026,,,,,no,yes,2,6
Zambia,Macroeconomy,"Zambia Cuts Rates, Bucks Global Pause Fueled by Iran War",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQWTBPMFhnSi14LXUtamFjS3A5S0RMVEkzWkI0RjZHa1EwdTBUeUw4ZDQzMVZCelNraVJPM0d1MWI0dnFBZGtfdnZpZ3oyTFBRQWRjdmZtYjEwRndnVTFlVTl3elBhUnpoWEZURlNzV3R3cy1va2g2UTNnTW9JNUprYkt0YlZPV25zSUtkWlhvOE5RY3RiLWxhSGFFVERNMVEteTZYRGF5QnJrZw?oc=5,Bloomberg.com,13 May 2026,,,,,no,yes,0,15
Zambia,Macroeconomy,"Zambia Progresses, Rebuilds Foreign Reserves, Tames Inflation -IMF",https://dmarketforces.com/zambia-progresses-rebuilds-foreign-reserves-tames-inflation-imf/,MarketForces Africa,14 May 2026,,,,,no,no,1,7
Zambia,Macroeconomy,"Zambia trims key interest rate, sees inflation within target despite Iran war",https://news.google.com/rss/articles/CBMi3wFBVV95cUxOQXhkODUtMVI2bVJUQU1QRDBidW13ME1zQ2J2UWhOQnNTNHAwMFc5cEJWc2FsYnIzWlV3U2NYUVpxSnU0QXpGd2N4ZWdTVjVwb3E2SFJKejQ3ZjRxb0ZnN1JqdjJ3OUY4M3JhejVvcG11WS03NktzYl9JenZkMW13RzNLTFR3TTVZVmdQZXo2S1JKNnZUd2VnTWFzX1hEMi1lclhKZEd4ekJyZkUzTHoteGhCX2ZxcjJLTmU2b1R2QTNjUXBzaGMycV96S2ZmZEdyU3hoSXFORFR2dG1ienBn?oc=5,TradingView,13 May 2026,,,,,no,yes,2,6
Zambia,Digital Economy,Zambia Approves K255 Million to Upgrade Digital Infrastructure and Network Quality,https://techafricanews.com/2026/05/15/zambia-approves-k255-million-to-upgrade-digital-infrastructure-and-network-quality/,TechAfrica News,15 May 2026,,,,,no,no,0,12
Zambia,Digital Economy,Zambia reports major digital economy gains at 3rd Digital Economy Round Table,https://techreviewafrica.com/news/5438/zambia-reports-major-digital-economy-gains-at-3rd-digital-economy-round-table,Tech Review Africa,15 May 2026,,,,,no,no,1,7
Zambia,Digital Economy,Zambia Seeks to Accelerate Digital Economy Through Public-Private Collaboration,https://techafricanews.com/2026/05/14/zambia-seeks-to-accelerate-digital-economy-through-public-private-collaboration/,TechAfrica News,14 May 2026,,,,,no,no,2,10
Zambia,Governance,RightsCon Organizers Take Stock of What's Next After Zambia,https://www.techpolicy.press/rightscon-organizers-take-stock-of-whats-next-after-zambia/,Tech Policy Press,10 May 2026,,Audio of this conversation is available via your favorite podcast service.,"As many in the Tech Policy Press community are no doubt already aware, the biggest event on the calendar each year for digital and human rights defenders is RightsCon , organized by Access Now , a nonprofit that for more than a decade has convened the global community working at the intersection of technology and human rights. But this year, RightsCon did not happen.","Just days before it was set to begin, the gathering was effectively canceled after the Zambian government demanded ""full alignment with national values"" — a development that, as Article 19’s Michael Caster argued in these pages , cannot be understood apart from the expanding reach of Chinese authoritarian influence into the spaces where civil society gathers.",yes,no,0,10
Zambia,Governance,Children Present National Children’s Manifesto to Political Parties Ahead of the 2026 General Elections,https://news.google.com/rss/articles/CBMixgFBVV95cUxNRHpYOXUxZkYtMFg3cDR6MHlEUktlb3FyeGJKZllfcTBINnFVb1pIb2VocmQyZ3Q1MUtGSXBpTjBMX3EtLVVqZ3liRGFJR0JBTzBjaEQ2QVRpaEdpQU5oVS1PSTJoSkRjVkRnR1N3THptYVcxc2dUNDFhdVQ2SVpXUXlQZ2FXSlNoanBZNk80eld5ZUotaHhQWnhGSEZ6REVFcFVaLXoyNmc5RGF1YVNSY3YzeHotQ0Z4SHJPRTJNbW4ydXlweEE?oc=5,Unicef,14 May 2026,,,,,no,yes,1,7
Zambia,Governance,Caritas Zambia Launches Initiative to Boost Women’s Participation in Leadership Ahead of August Elections,https://www.aciafrica.org/news/21759/caritas-zambia-launches-initiative-to-boost-womens-participation-in-leadership-ahead-of-august-elections,aciafrica.org,15 May 2026,women,Caritas Zambia has launched a strategic initiative aimed at promoting women’s democratic rights and enhancing their participation in leadership and electoral processes ahead of the country’s August 13 general elections .,"Implemented under the auspices of the Zambia Conference of Catholic Bishops (ZCCB), the initiative seeks to address cultural, social, and technological barriers that continue to hinder women’s participation in politics and decision-making platforms.","In a statement published on Thursday, May 14 following their May 8 meeting at Neelkenth Sarovar Hotel in Lusaka, Caritas Zambia officials say all citizens should be allowed to exercise their democratic rights, particularly women, who continue to face oppression in decision-making matters.",yes,no,2,8
Zambia,Agrifood & Climate,Zambian prodigy draws on theoretical physics to improve weather prediction,https://news.mongabay.com/2026/05/zambian-teen-draws-on-theoretical-physics-to-improve-weather-prediction/,news - Mongabay,15 May 2026,,"Prosper Chanda, 18, does not shy away from big problems. At the age of 3, he dived into algebra , and then as an adolescent he turned his attention toward advanced physics. At a time when most youth his age are dealing with late-stage teen angst, Chanda is awaiting the publication of a research paper that attempts to reconcile classical and quantum physics frameworks.","Chanda, who hails from Kasama in Zambia’s Northern province, is also applying the conceptual frameworks of theoretical physics to the practical problem of accurate weather prediction. The model is based on what he calls Prosper’s Unified Position Equation, or PUPE.","For this initiative, he was shortlisted along with four other teams from Africa for this year’s Earth Prize, which recognizes the efforts of 13-to-19-year-olds offering innovative solutions to pressing environmental challenges.",yes,no,0,10
Zambia,Agrifood & Climate,Why Are Communities Still Left Out of Climate Vulnerability Assessments?,https://www.iisd.org/articles/deep-dive/communities-climate-vulnerability-assessments,International Institute for Sustainable Development,14 May 2026,,,,,no,no,1,7
Zambia,Agrifood & Climate,Iran War Puts African Food Security at Risk Far From Front Lines,https://news.google.com/rss/articles/CBMiugFBVV95cUxQQTc5VlpqLVlkWE9lNTFXdmthM1RjcW5EVkRhSm1GQ09pNDhSUkQzT1hKRmtpTUJXXzJxMlpid1lwWjBja3hMUEZVdnlpRnNGVnRMamdWcjBKYVo2bjdUUjVhejFKakpYMTFDbml3ZHpxMjNiTVFtX0pTTFlTa2FkcTFJTnpVcjI4clBNbTJ0RGtRdEUtTl9SVjFXUTR4MW91QURFLUZ6WS1kWFl0VG14MVJaNlpCczNXQXc?oc=5,Bloomberg.com,14 May 2026,,,,,no,yes,2,13
Zambia,Workforce & Human Capital,"Meet Chimba Sanga: Zambian physician, public health leader, LinkedIn influencer",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPMi0xbDhIWkJTRTRSOWJ0cktnTV9kNERZcmdzcWhiNjVKUGNKWDh2Ym5tcy15NmJaWGo4VWlrUG1lTTl0MUxBTWVLNU9lazQtR2xlMGpYd05oVDkzX3hHSmt3ZHhHUU0zcFFVUWM3VGljUlFWWXJ4aVNRVjVwWVJmcFV3R1BmVHU0NlJIRnZSZ09DM2lLTDI4N0E5YmxrNHY2Q2NuSmFLZ0Y2bFk?oc=5,Harvard T.H. Chan School of Public Health,13 May 2026,,,,,no,yes,0,8
Zambia,Workforce & Human Capital,Towards African Media and Information Literacy Policy Framework,https://news.google.com/rss/articles/CBMinwFBVV95cUxNdFlCVURuZHotM1EyOXdvTUZPcFQ0Q0w0S0xQTTRzV0F0MW1QU1BWWlMxbmI4V2llQnhZbXVONFdzdE13Z0xCZHA0OFBaU0o0TmNzLXFOSE03R2t3MXo3NEEyTHAwajNJU1dnVGNXaGNCRDJUZGh1U2oyc195T2Fsd1dBSkxPWWZKTTlTX2RQMFpMSDNCNnY1Y3AwOC03QjQ?oc=5,UNESCO,13 May 2026,,,,,no,yes,1,7
Zambia,Workforce & Human Capital,WFP Zambia Country Brief April 2026,https://news.google.com/rss/articles/CBMie0FVX3lxTE1pWEppZEpValBCMmR5SEJJV0xXY0paYnRaSEFMVk1uY295eHMtNnZzVm9pRzZsXzhEWWRYai1pVUR1eEpiZnBGdHVwZWpvX1FuYTBJMzQ4YVNFcE42ODhUdE5lellWeDJwQlkyOWV1Nmxrb0s1alJmUnJzcw?oc=5,ReliefWeb,13 May 2026,,,,,no,yes,2,6
Zimbabwe,Jobs & Employment,Freight costs threaten Zimbabwe farmers' jobs due to Iran war,https://news.google.com/rss/articles/CBMijwFBVV95cUxNVl96bmtrdmptWmZ6ZTRPNTB0YWcybHFlTnd1SDVzZDAtS25FdWJ1c09FMkxzdUR5TG1VWVlqeThaWHV5VFVoZEhnTERLOFI4U0ZUUUpxMW5EdW1BeGlMN3JBT05LancxbzhVNjM3Tl9xTUNKRlhDSHNMbVJwODFDMENYRnRyTTBvVHd1TjllOA?oc=5,Yahoo Finance,12 May 2026,,,,,no,yes,0,8
Zimbabwe,Jobs & Employment,Diasporans urged to invest in Zimbabwe,https://news.google.com/rss/articles/CBMifEFVX3lxTFB2T3JGS1UxOHpOUUlZaG1selJodWxSd25kNmlvSFhGVDRFa19rZDRwemRLZ1hrSjFIR2xQdE1RMlhVdGFSdkZZRUcwZ2RyZ2pQaWlLbmhCYk5lNTJrenFHd3pPcDVqSUg0bDVjTmRpZTB2dHFLWEFCd2ZGZnI?oc=5,The Herald ZW,15 May 2026,,,,,no,yes,2,6
Zimbabwe,Jobs & Employment,"The Debate - Is Africa ready for the AI revolution? The scramble for resources, jobs, digital sovereignty",https://news.google.com/rss/articles/CBMi3wFBVV95cUxONGhmRmFHUkVPRjJSQkQyM3FVWGtJS3F4WnZiWF82X2g5UFMza1ZOb1pwYnRMaFI0TDdLdTliYmlwS3VVOXlienE3MHdvcjNiNG5EWjlNekNnYl9WNlhmdm04aVFUWHJ4cWY4Q1VCLVd3Q3llQjNUQUJCNDhEMW5BMldXV0M2UkVFdUdjVVNXR2VCam5HdWs0R0NsVjQ2OG54TFhVcTRVVDM1allKRmI4dllhZDd2TVNqbDJjME02M2s0NlNfU241WWFKdExiQkZKbUs4My1uR1VWMERmOG9z?oc=5,France 24,12 May 2026,,,,,no,yes,3,5
Zimbabwe,Macroeconomy,Hyperinflation economies – Impact of increased levels of inflation and hyperinflation,https://news.google.com/rss/articles/CBMilgFBVV95cUxQajRWWndwVHhLZThvcWRrVEZ6NXdQNm0wWVhwY2h4RTdhNWI4X3h3a1RLNDdSalkzTExadTlRM0ctT3RScEJYdnRjSjhYSG9hRDFiMlVRTHVmRHAtNWQyZ3daRUZCdnhyVTFuMHdYUTNWNHd0bno3TGJ0MENqMHB6VC1GVlcyNXFNcGRpWmRqZHgxdkZPMnc?oc=5,KPMG,11 May 2026,,,,,no,yes,0,8
Zimbabwe,Macroeconomy,"The global economic ripple effects of Middle East Conflicts: Energy prices, inflation and vulnerable economies",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQWHZCWURrSDBjZTg1clphc3VvcmFkVXJkb0t0ckJTQjQ0bXEzc0pfSUZJZDhkX0x3NlpvSVhTbUZ5aWZTMTJManZzSDFEY2NkNjVwcTBtSHVONnUtRE5hWGw3bDFFVTlKM3p1dUJ0V0RVamlSSjh5b21wVy1NMEYxbWRqV001TGhQMDV0bnotcnRNVEc3VEE1VHZNVHJqbDd1QkxhcTNJRXlMN0JBbGl6bVlISmF3c0ZteDVxeWc0T1BWYUdhdktRUnVKTmR0RU10ZFpQSVNKQQ?oc=5,The Herald ZW,14 May 2026,,,,,no,yes,1,7
Zimbabwe,Macroeconomy,"Mashonaland West Celebrates Culinary Heritage at Amai’s Traditional Cookout in Kadoma, Highlighting Gastronomy Tourism Role in Economic Growth of Zimbabwe",https://news.google.com/rss/articles/CBMiqAJBVV95cUxQZXpEcmVKLWQ1c2FwSndiRW9yaU5Vdm9zNkdSSm5pZmkzc2FPM1o1LVcxYjJqXzdfMDRtNEVTOUJwc09ZZFl0ZEZJVVlWWENiZy1qMVVvSkloSVAtZURtTjZQNzIxX21CeVhhbFprQlRUXzBiZVE5TVdWYXpHQ0J0MzNqSHdYZlNER1N3UWY1UHR4T1hhanJRU21RS1JZdFlfTnRGN3M5bnFnMWtuVW1MVGpVUXdYQ2oxXzRGTml0Tnc3bWVVLXhDMkxUc0V5bFdaU0lkaC1Ma2lpQXVxUGhJVU1BRV9iWTlLYjZ0emdfQWRyd2RZYWZaX2NLOFg2N19QTlhSc0NjenVqek5ia2dIaUJ5akQ5eEc1VzlUVWVLNmxIeEJRMUZacA?oc=5,Travel And Tour World,11 May 2026,,,,,no,yes,2,6
Zimbabwe,Digital Economy,Zimbabwe Takes Step Toward Local Technology Production with Avantis Laptop Launch,https://techafricanews.com/2026/05/15/zimbabwe-takes-step-toward-local-technology-production-with-avantis-laptop-launch/,TechAfrica News,15 May 2026,,,,,no,no,0,12
Zimbabwe,Digital Economy,Zimbabwe adds online content creators to tax bracket,https://www.connectingafrica.com/social-technology/zimbabwe-adds-online-content-creators-to-tax-bracket,Connecting Africa,15 May 2026,,"The Zimbabwean government is casting its tax net wide and has now included local online content creators, particularly those who earn or make money from social media.",According to the Zimbabwe Revenue Authority ( Zimra ) – the government entity responsible for collecting tax – anyone who earns an income from online services or digital platforms is mandated to pay tax.,"The crackdown will impact social media influencers who earn income from platforms like YouTube, Facebook and TikTok.",yes,no,1,9
Zimbabwe,Digital Economy,"Zimbabwe and France deepen ICT cooperation with focus on AI, innovation and digital inclusion",https://news.google.com/rss/articles/CBMiywFBVV95cUxOVnlwQXdmZ2J5QUpYbXdSaWRxN2V4TXEwTEI3THNQdXlHZGZNZGs3UEV6UmlFR1dlQkRHUUxjRE9aSDJoNE5nZTY4dkc1U1hGaXRJYzNPcF9vVU0wdnhHVHN4UG5EamlWd3JyUXN6bUlmWEZNenZKS0dRSVhVTjdRR05oMWp1eFBaU09NcXBnTlo2R1ZKMVZpTXNBSWw3YVZncl92SW1tTmR5eVAwVXZEZFJ2TlNoSDBVY3VnWl9mVWtQMU5QTGlONmVVRQ?oc=5,Tech Review Africa,13 May 2026,,,,,no,yes,2,6
Zimbabwe,Governance,Cooperation on regulations of civil society in Zimbabwe,https://www.palmecenter.se/cooperation-on-regulations-of-civil-society-in-zimbabwe/,Olof Palme International Center,12 May 2026,,"When a new law regulating the work of civil society organisations was passed in Zimbabwe, tensions between the government and civil society increased. Many organisations were concerned about how the law would affect their ability to work and represent vulnerable groups.","The Palme Center’s partner organisation, the independent think tank Zimbabwe Institute (ZI) , then took the initiative to resume dialogue with the authorities.","By bringing organisations together in a joint coordination group, the voice of civil society was strengthened and common grounds could be met. ZI also organised national dialogue meetings where civil society met with government representatives and relevant authorities.",yes,no,0,10
Zimbabwe,Governance,Reg Austin obituary,https://news.google.com/rss/articles/CBMic0FVX3lxTE83bWctdEIwOUNEenpaUnhTVWI1YVZKNDV6V21hVllqUzJqZ0YzNjZvNUhSbGpWbHVYMDFTY3ZHQktNZHFKZWV4ay1lMjhEajVWTUZkbUZScWJZS0lnT3BHWG9BcTVMOUpKcDNLaHlYQ0ZUSEk?oc=5,The Guardian,8 May 2026,,,,,no,yes,1,7
Zimbabwe,Governance,Rethinking Presidential Elections: Why an indirect system may serve Zimbabwe better,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOeVl2S2RldlZGY1VyM1JTeGRlNjFQeGtmU2R4UjJZN2dUei1ZMy1aaC16clRTOWVLOUpJQUE1cTFkN2VnaUxqWkZ0QTBManZZblk2Nmdlc2RuS2RQS3ZnMFZFOGRzdG8zaVRWMkZxdE9NNFhtZm5uaGNVTlNjTWZzbXhNeDRPWVgwODB4QkJ4U21KVmMwTEhMeXIyQUV6OVU4aExwQ3Z6M3c2bWFzbzExc3J5Q3VTejVlSm54TF9OeGRYS2hlWWlxQlg4U29SUHNyZEN1Q2RR?oc=5,IOL,15 May 2026,,,,,no,yes,2,6
Zimbabwe,Agrifood & Climate,Field-Based Research Is a Lifeline for Zimbabwe’s Food Security,https://www.ipsnews.net/2026/05/field-based-research-is-a-lifeline-for-zimbabwes-food-security/,ipsnews.net,15 May 2026,,,,,no,no,0,8
Zimbabwe,Agrifood & Climate,Southern Africa: Humanitarian Snapshot (as of March 2026),https://news.google.com/rss/articles/CBMijAFBVV95cUxNdEN0X0toUVRyWHlDa01aT1ptT3VaZEJFcVpMRjQzUDdRLUFVcW5wYVY2Sjc1b1ZocW9nNWM3RjVkT2NDenhaTzZIS3U4MDJqR2NVVXZBeVAzOTVMZ2ZUc2cwTmxiRzVzY1dSci1sM2NJS195dTFwcEg2eFpZUWdidEgtZXNTUkZ0RmZheA?oc=5,ReliefWeb,11 May 2026,,,,,no,yes,1,7
Zimbabwe,Agrifood & Climate,Irrigation answer to Zim’s climate-stressed agriculture,https://news.google.com/rss/articles/CBMijwFBVV95cUxNcmdVeFRKV1ZOMVFlYTVoNlZJWDV6eG81Mmc2UFdoMllGQWtPU3o3dU1oVzBoQUNENEdOVHhyM1V2T2hIU3hIM2hSWFFFRU8zSW1RRXhvUlZyZnhtOU9Zb0ZidHpLUFVLdHhHaF81ZXQ1eVVQMmVWUEN6dkZuTjBWbzBjS3Z4T1AyaDhKdzFSWQ?oc=5,The Herald ZW,14 May 2026,,,,,no,yes,2,6
Zimbabwe,Workforce & Human Capital,"AD1183: Zimbabweans support women’s autonomy in marital and reproduction choices, but hold mixed views on contraceptives and abortion",https://www.afrobarometer.org/publication/ad1183-zimbabweans-support-womens-autonomy-in-marital-and-reproduction-choices-but-hold-mixed-views-on-contraceptives-and-abortion/,Afrobarometer,13 May 2026,women,"Sexual and reproductive health and rights (SRHR) are an essential facet of public health, human rights, and sustainable development. For women, they entail physical, mental, and  social well-being with autonomy in matters of sexuality and childbearing, including access to  contraceptives (Starrs et al., 2018).","Zimbabwe has made great strides on SRHR in recent years, with legal and policy frameworks, anchored in the 2013 Constitution, that prioritise SRHR in the 2026-2030 National Health  Strategy, increase funding for SRHR services, and prohibit child marriage through the  Marriages Act (United Nations Population Fund, 2025, 2026; World Health Organization, 2020).","Despite progress, Zimbabwean women face many barriers to SRHR, including social norms,  economic challenges, inadequate social protection, and health-system limitations (Ministry  of Health, 2020; United Nations Population Fund, 2026). Cultural norms and traditional  practices often override women’s sovereignty in important decisions of marriage and  childbearing. Child marriages are still prevalent: About one-third of girls are married before  age 18 (UNICEF, 2023, 2025).",yes,no,0,10
Zimbabwe,Workforce & Human Capital,"Zimbabwe Showcases Harare, Victoria Falls, Hwange, and Great Zimbabwe to Global Delegates During African Skills Week 2026",https://news.google.com/rss/articles/CBMi-wFBVV95cUxPZDgwSkZPQXNQWTQzdkZDamRSV0k4UDBTbmNSS3NoZmpwejZsdk5VQkJTRUhxS3RQS1c1WWxPWG9CbWZjT1J1WjhNSHlUUXF0Um1JZF9kblo4em5FVGlMNlpYS1RaM1dUYXNlNjVXaWlrY0Qtdkt4bXpZMlg2S3pVaVh1MGZwbWVBaXF5ZzBtQmkyUTFqUG1ON3p5R0E4SDVKblZnQ3Y0SkVXVWVEUDA0NnFHZFhJX3pGdE5sek1Ob052SGd6WVlfMVloeFdNSkpUVHR0S0NJYXR4LXZ5U0lMMkFqekNLRDdCUktkY19CVDhfZUxrdU5DRVE4Zw?oc=5,Travel And Tour World,15 May 2026,,,,,no,yes,1,7
Zimbabwe,Workforce & Human Capital,"As Zimbabwe Schools Reopen, Catholic Sister Highlights Moral, Spiritual Dimensions of Education",https://news.google.com/rss/articles/CBMi3AFBVV95cUxQZFN1bktOT2ZnNTlaX055NkE5U2RzaU1kRlN0dnE5cUpUSVZXSURROHpORnFBUGJJUG92a0lUTlg0ZmthS1U0cnlhemtQVWV1eTczRXRxTklWejlkaHlURFZiemVzSjF5U0Z2YzZ6ZkZFRWVPbURBSGdjOVNTaXB5Nk5zcmRibS1pSm5ScnNRY3oyNGkyY1Z3aENtRGhTdURoQ281Xzg4NVpHZEFBZ0pOdjV5bHBJdVpqY0JSb3dfZ1ZjajdVeHE3ZVBMbnJMNjd5Z3BIWnhLY0JRalZm0gHcAUFVX3lxTFBkU3VuS05PZmc1OVpfTnk2QTlTZHNpTWRGU3R2cTlxSlRJVldJRFE4ek5GcUFQYklQb3ZrSVROWDRma2FLVTRyeWF6a1BVZXV5NzNFdHFOSVZ6OWRoeVREVmJ6ZXNKMXlTRnZjNnpmRkVFZU9tREFIZ2M5U1NpcHk2TnNyZGJtLWlKblJyc1FjejI0aTJjVndoQ21EaFN1RGhDbzVfODg1WkdkQUFnSk52NXlscEl1WmpjQlJvd19nVmNqN1V4cTdlUExuckw2N3lncEhaeEtjQlFqVmY?oc=5,aciafrica.org,11 May 2026,,,,,no,yes,3,5
Western Sahara,Jobs & Employment,Ben Saul and the Ideological Capture of International Law on Western Sahara,https://www.moroccoworldnews.com/2026/05/300555/ben-saul-and-the-ideological-capture-of-international-law-on-western-sahara/,Morocco World News,15 May 2026,,,,,no,no,0,8
Western Sahara,Jobs & Employment,CFAs: Global Ability Photography Challenge for Persons with Disabilities,https://www2.fundsforngos.org/individuals/cfas-global-ability-photography-challenge-for-persons-with-disabilities/,fundsforNGOs,15 May 2026,disabilities,,,,no,no,1,7
Western Sahara,Jobs & Employment,Western Sahara: Health Minister Discusses Sector Challenges with U.S. Medical Delegation,https://news.google.com/rss/articles/CBMirwFBVV95cUxPZ1BuTXRMYll4NXJrUjVvYk9HV1kyeTlZRWdCcW5CczMzcWIxZ3YyY21VbmZLekhteDRhSVlUQTNtc0NmUzJGTVhoU1J4dXVrcVgxdXFOMlVnNWNEY0Iyb3RsZUxzZ3RWNG5yQ056OVd2R1NBbGktT3VxcF94NTZxcmlFbnl4UkdaZEpROWhXeUtJRzl1eUdXeHNBc3h1OFljX1BLdWJ3TkZ4Q1JwbEp3?oc=5,AL24 News,11 May 2026,,,,,no,yes,2,6
Western Sahara,Macroeconomy,The End of ambiguity in the Western Sahara,https://news.google.com/rss/articles/CBMiZEFVX3lxTE0wWG8xX0VEWGR1SFVvUDM5OXdsUG9FdEo1eHVsY1pLY2pKcF9ZbnY5YWVhdE1MZjRiNUJCZVFRczQycWtzU2FGbE1nSjdoMU9hekpvamdOSmdZWU1WdlB2bXRXcWw?oc=5,The Arab Weekly,11 May 2026,,,,,no,yes,0,8
Western Sahara,Macroeconomy,US promotes autonomy plan for Western Sahara,https://news.google.com/rss/articles/CBMinAFBVV95cUxNREJaOGd4M2NtSElzWHNCZjc0Rl9CNmIxNFVpc1A4clRlZGU4U3h1bU9jZEU4Ump4ellDeU0tOUV4YU15YnBOOHNoUHdMNDFxVnp6YXlma0kxUFFPY21YYklKSUVGaDd0YndSNV9jNDF1cFdTeGxiU2RPMEM3ZjRDZ2VOcXFCZEhUX1FLeWY1eHlzSGEzcHpIckJzclY?oc=5,Foro3D,10 May 2026,,,,,no,yes,1,7
Western Sahara,Macroeconomy,Sahrawi Republic takes part in African Investment and Trade Forum,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5QX2ZfQVRGZ1lSbXJoSVJLZ0w1cXo2NDRlaDdxdTQ4S21KV2V1NzBFSFBCbUVRanltZnM0RG5ja19wU3dwT0hzUFhibXRFb3N0ZFdqVDBKd0RqWDNCdkE?oc=5,وكالة الأنباء الصحراوية,9 May 2026,,,,,no,yes,2,6
